City,Date,PM2.5,PM10,NO,NO2,CO,SO2,O3,AQI,AQI_Bucket
Kolkata,2019-07-08,27.94,60.83,3.9,16.38,0.41,6.28,31.58,56.0,Satisfactory
Kolkata,2019-07-09,26.94,60.03,6.57,17.39,0.45,7.35,29.94,64.0,Satisfactory
Kolkata,2019-07-10,26.2,52.69,6.54,19.62,0.5,5.65,28.51,60.0,Satisfactory
Kolkata,2019-07-11,28.7,56.45,26.66,21.13,0.46,5.54,26.62,64.0,Satisfactory
Kolkata,2019-07-12,29.63,57.5,6.38,20.11,0.44,8.5,29.95,66.0,Satisfactory
Kolkata,2019-07-13,35.3,69.72,4.92,17.32,0.46,7.89,38.28,69.0,Satisfactory
Kolkata,2019-07-14,41.91,75.46,3.17,17.21,0.48,12.4,48.42,83.0,Satisfactory
Kolkata,2019-07-15,45.48,92.7,6.2,25.17,0.49,11.54,47.41,97.0,Satisfactory
Kolkata,2019-07-16,43.74,82.52,17.84,28.64,0.63,8.71,32.89,97.0,Satisfactory
Kolkata,2019-07-18,44.18,81.77,7.49,20.98,0.48,4.01,19.82,91.0,Satisfactory
Kolkata,2019-07-19,15.02,30.29,5.11,14.16,0.37,2.56,19.86,53.0,Satisfactory
Kolkata,2019-07-21,25.98,47.27,3.74,13.27,0.4,5.23,28.79,54.0,Satisfactory
Kolkata,2019-07-25,36.9,63.34,4.5,31.77,0.54,9.84,32.75,60.0,Satisfactory
Kolkata,2019-07-26,32.16,50.27,5.97,27.46,0.52,4.1,22.94,66.0,Satisfactory
Kolkata,2019-07-27,25.09,40.45,11.42,26.5,0.54,3.04,19.16,56.0,Satisfactory
Kolkata,2019-07-31,23.4,48.28,7.12,25.37,0.52,3.43,21.95,54.0,Satisfactory
Kolkata,2019-08-01,23.61,44.79,12.28,25.41,0.5,5.62,23.09,59.0,Satisfactory
Kolkata,2019-08-03,25.22,40.82,21.74,21.29,0.62,4.23,13.88,64.0,Satisfactory
Kolkata,2019-08-04,39.37,62.25,12.69,24.23,0.78,2.99,17.31,64.0,Satisfactory
Kolkata,2019-08-05,33.97,57.32,8.16,22.84,0.7,2.75,18.39,73.0,Satisfactory
Kolkata,2019-08-06,25.88,45.47,15.26,24.85,0.6,3.4,13.95,65.0,Satisfactory
Kolkata,2019-08-10,32.78,58.33,15.57,30.56,0.71,5.93,19.0,61.0,Satisfactory
Kolkata,2019-08-12,29.86,51.62,11.43,25.7,0.65,5.07,11.21,68.0,Satisfactory
Kolkata,2019-08-15,25.81,40.62,4.66,17.72,0.47,4.27,17.42,56.0,Satisfactory
Kolkata,2019-08-16,27.99,47.39,6.3,19.07,0.55,2.63,17.18,51.0,Satisfactory
Kolkata,2019-08-21,30.31,52.58,6.57,19.12,0.43,3.01,18.13,58.0,Satisfactory
Kolkata,2019-08-22,31.91,55.66,12.33,22.73,0.44,3.74,17.54,64.0,Satisfactory
Kolkata,2019-08-23,18.15,30.42,17.68,21.49,0.5,2.54,16.79,62.0,Satisfactory
Kolkata,2019-08-24,18.41,32.41,14.48,36.97,0.52,2.6,13.15,55.0,Satisfactory
Kolkata,2019-08-28,24.71,40.02,15.78,21.28,0.5,3.24,16.55,51.0,Satisfactory
Kolkata,2019-08-29,14.31,29.09,15.18,19.6,0.44,2.95,14.89,54.0,Satisfactory
Kolkata,2019-09-02,15.99,32.01,26.78,19.0,0.5,2.98,12.49,53.0,Satisfactory
Kolkata,2019-09-14,18.34,50.45,4.77,18.52,0.39,4.57,33.92,59.0,Satisfactory
Kolkata,2019-09-15,22.12,54.31,4.55,15.75,0.34,7.32,41.67,74.0,Satisfactory
Kolkata,2019-09-16,20.66,46.43,5.18,15.05,0.37,5.23,26.68,53.0,Satisfactory
Kolkata,2019-09-20,20.57,44.33,14.74,23.75,0.55,5.1,20.25,54.0,Satisfactory
Kolkata,2019-09-21,26.92,54.04,23.25,24.46,0.6,6.07,19.36,74.0,Satisfactory
Kolkata,2019-09-22,22.27,39.76,9.48,18.8,0.52,3.85,23.79,61.0,Satisfactory
Kolkata,2019-10-01,32.51,61.75,9.06,24.88,0.57,8.09,25.58,56.0,Satisfactory
Kolkata,2019-10-02,53.48,90.6,10.78,26.72,0.7,7.47,33.08,86.0,Satisfactory
Kolkata,2019-10-03,38.11,65.5,7.29,26.61,0.6,5.36,24.73,78.0,Satisfactory
Kolkata,2019-10-04,32.16,58.42,5.25,20.46,0.49,7.52,35.75,70.0,Satisfactory
Kolkata,2019-10-05,36.38,66.53,14.07,25.99,0.69,5.51,28.48,72.0,Satisfactory
Kolkata,2019-10-06,41.4,76.92,12.93,26.84,0.67,4.99,25.91,90.0,Satisfactory
Kolkata,2019-10-07,33.22,65.76,9.47,24.83,0.67,4.4,26.62,77.0,Satisfactory
Kolkata,2019-10-08,25.16,55.33,16.23,21.42,0.66,4.05,22.52,78.0,Satisfactory
Kolkata,2019-10-09,11.61,30.49,6.4,15.09,0.38,4.14,19.3,51.0,Satisfactory
Kolkata,2019-10-10,14.75,52.87,16.19,19.56,0.62,4.72,16.92,51.0,Satisfactory
Kolkata,2019-10-11,37.23,66.97,37.6,26.81,0.94,5.52,23.79,95.0,Satisfactory
Kolkata,2019-10-17,50.03,85.23,23.48,34.86,0.86,6.51,21.23,94.0,Satisfactory
Kolkata,2019-10-25,17.39,42.0,8.01,20.41,0.46,4.27,22.57,55.0,Satisfactory
Kolkata,2019-10-26,33.33,63.66,10.15,26.3,0.66,6.74,14.61,54.0,Satisfactory
Kolkata,2019-11-09,11.92,34.15,7.48,15.9,0.43,5.26,30.06,64.0,Satisfactory
Kolkata,2019-11-10,19.4,43.14,6.53,19.76,0.51,6.03,37.37,53.0,Satisfactory
Kolkata,2019-11-11,31.74,81.19,31.45,29.62,0.95,8.63,21.54,70.0,Satisfactory
Kolkata,2020-01-04,47.11,96.07,50.89,40.23,1.29,11.3,9.01,91.0,Satisfactory
Kolkata,2020-02-27,45.0,89.71,19.39,45.61,0.67,11.59,37.56,91.0,Satisfactory
Kolkata,2020-03-05,34.26,71.62,15.34,33.77,0.68,9.3,33.35,89.0,Satisfactory
Kolkata,2020-03-06,36.1,72.34,20.44,29.89,0.6,8.44,21.39,90.0,Satisfactory
Kolkata,2020-03-07,32.81,58.09,8.91,25.75,0.67,8.05,27.46,69.0,Satisfactory
Kolkata,2020-03-08,37.96,73.49,20.34,30.23,0.8,9.51,31.98,82.0,Satisfactory
Kolkata,2020-03-15,23.34,55.65,7.32,26.71,0.54,11.89,47.47,92.0,Satisfactory
Kolkata,2020-03-22,16.18,30.44,5.32,17.81,0.38,8.37,57.24,83.0,Satisfactory
Kolkata,2020-03-23,29.31,56.35,6.39,17.95,0.53,10.22,62.0,99.0,Satisfactory
Kolkata,2020-03-24,33.21,52.19,5.56,13.92,0.52,9.68,48.07,88.0,Satisfactory
Kolkata,2020-03-25,53.01,77.59,5.92,15.94,0.57,12.52,44.48,96.0,Satisfactory
Kolkata,2020-03-26,37.02,60.49,5.62,14.36,0.52,6.8,47.17,95.0,Satisfactory
Kolkata,2020-03-28,46.57,77.11,6.29,15.71,0.57,11.46,58.18,100.0,Satisfactory
Kolkata,2020-04-02,42.51,62.04,5.02,11.91,0.56,7.73,59.02,100.0,Satisfactory
Kolkata,2020-04-03,43.08,71.67,5.13,13.25,0.62,7.33,58.44,100.0,Satisfactory
Kolkata,2020-04-06,38.78,70.1,5.08,14.7,0.41,9.56,49.58,96.0,Satisfactory
Kolkata,2020-04-07,39.33,74.46,4.97,11.32,0.39,13.28,63.72,95.0,Satisfactory
Kolkata,2020-04-08,23.45,48.43,4.95,11.92,0.34,10.0,57.56,82.0,Satisfactory
Kolkata,2020-04-09,20.26,43.54,4.75,12.71,0.33,12.12,74.55,100.0,Satisfactory
Kolkata,2020-04-10,19.11,37.8,4.27,9.24,0.38,8.23,51.65,79.0,Satisfactory
Kolkata,2020-04-11,18.03,39.16,4.5,8.65,0.35,7.51,45.52,62.0,Satisfactory
Kolkata,2020-04-12,23.56,57.98,4.83,8.48,0.34,6.94,44.6,60.0,Satisfactory
Kolkata,2020-04-13,24.5,48.39,4.29,7.64,0.38,6.8,42.03,65.0,Satisfactory
Kolkata,2020-04-14,26.65,50.91,3.7,6.37,0.37,5.31,36.61,56.0,Satisfactory
Kolkata,2020-04-15,24.33,55.61,3.81,8.17,0.37,6.88,38.78,59.0,Satisfactory
Kolkata,2020-04-16,30.15,62.36,4.49,11.56,0.41,6.99,37.99,68.0,Satisfactory
Kolkata,2020-04-17,21.85,45.57,3.88,7.8,0.34,7.69,39.34,62.0,Satisfactory
Kolkata,2020-04-19,13.35,31.37,3.83,8.77,0.32,8.07,51.59,67.0,Satisfactory
Kolkata,2020-04-21,11.81,24.7,4.05,12.3,0.34,6.26,41.06,56.0,Satisfactory
Kolkata,2020-04-22,16.18,29.16,3.96,10.21,0.34,9.8,39.33,56.0,Satisfactory
Kolkata,2020-04-25,15.3,29.63,4.0,8.68,0.33,7.45,47.67,59.0,Satisfactory
Kolkata,2020-04-26,15.74,27.95,3.86,8.54,0.34,6.61,48.65,59.0,Satisfactory
Kolkata,2020-04-29,16.66,31.0,4.25,10.52,0.36,6.04,35.37,51.0,Satisfactory
Kolkata,2020-04-30,13.88,29.3,3.87,9.11,0.31,7.42,38.95,54.0,Satisfactory
Kolkata,2020-05-01,10.46,25.57,3.84,8.2,0.29,5.88,37.78,51.0,Satisfactory
Kolkata,2020-05-03,18.04,32.98,3.94,9.23,0.38,5.76,42.05,57.0,Satisfactory
Kolkata,2020-05-06,12.66,27.77,3.83,10.21,0.36,6.73,42.34,61.0,Satisfactory
Kolkata,2020-05-07,16.77,34.69,3.92,9.68,0.32,5.95,41.97,59.0,Satisfactory
Kolkata,2020-05-08,16.16,32.48,3.81,8.03,0.34,6.29,51.29,64.0,Satisfactory
Kolkata,2020-05-09,21.76,44.67,3.85,8.27,0.36,5.5,48.86,73.0,Satisfactory
Kolkata,2020-05-10,19.3,42.14,3.03,6.6,0.34,5.4,41.11,63.0,Satisfactory
Kolkata,2020-05-11,19.21,41.4,3.21,8.78,0.38,6.44,60.31,75.0,Satisfactory
Kolkata,2020-05-12,29.09,59.6,3.64,9.97,0.38,10.2,63.85,97.0,Satisfactory
Kolkata,2020-05-13,24.23,53.11,3.24,6.96,0.29,8.82,38.78,71.0,Satisfactory
Kolkata,2020-05-14,16.61,41.75,3.24,5.56,0.26,5.95,27.15,52.0,Satisfactory
Kolkata,2020-05-29,17.5,38.8,3.27,8.17,0.36,5.79,34.45,55.0,Satisfactory
Kolkata,2020-05-30,15.02,37.46,3.19,6.76,0.33,4.99,30.64,52.0,Satisfactory
Kolkata,2020-05-31,14.29,32.47,3.11,7.76,0.37,5.52,35.27,55.0,Satisfactory
Kolkata,2020-06-02,12.76,34.52,5.64,10.59,0.34,7.45,33.19,51.0,Satisfactory
Kolkata,2020-06-03,14.58,33.88,8.19,12.35,0.35,8.73,40.32,63.0,Satisfactory
Kolkata,2020-06-04,16.0,36.33,3.2,7.42,0.33,7.57,28.36,52.0,Satisfactory
Kolkata,2020-06-06,16.85,41.15,10.63,14.22,0.36,6.88,40.43,59.0,Satisfactory
Kolkata,2020-06-07,24.22,48.4,4.92,10.9,0.39,6.07,40.49,67.0,Satisfactory
Kolkata,2020-06-08,23.13,43.41,5.1,14.77,0.43,9.67,31.1,59.0,Satisfactory
Kolkata,2020-06-09,19.63,43.1,4.22,9.72,0.35,16.76,26.42,54.0,Satisfactory
Kolkata,2020-06-24,16.98,50.87,5.6,9.37,0.35,5.9,23.51,52.0,Satisfactory
Kolkata,2020-06-25,15.53,43.63,7.41,6.83,0.32,7.69,20.39,52.0,Satisfactory
Kolkata,2018-11-08,276.33,360.75,24.08,65.65,1.48,17.82,46.5,431.0,Severe
Kolkata,2018-12-07,267.93,418.89,135.62,104.89,1.74,24.28,31.93,425.0,Severe
Kolkata,2018-12-09,227.13,386.88,134.63,107.29,1.11,12.85,26.85,418.0,Severe
Kolkata,2018-12-10,199.91,358.27,134.22,84.86,1.24,9.08,34.42,407.0,Severe
Kolkata,2019-01-04,264.84,385.24,88.23,124.79,1.13,17.16,38.73,431.0,Severe
Kolkata,2019-01-12,264.75,385.31,152.42,94.91,1.42,18.51,29.41,405.0,Severe
Kolkata,2019-01-14,282.9,417.05,155.42,124.83,1.67,26.99,28.09,408.0,Severe
Kolkata,2019-01-15,217.59,320.85,76.15,107.24,1.1,17.35,32.47,406.0,Severe
Kolkata,2019-01-19,269.06,394.67,95.75,111.71,1.99,19.8,28.38,421.0,Severe
Kolkata,2019-01-20,252.42,392.0,161.72,95.09,1.64,19.09,27.88,407.0,Severe
Kolkata,2019-01-21,266.1,419.43,155.98,103.21,2.32,19.0,27.81,425.0,Severe
Kolkata,2019-01-22,304.74,469.32,197.73,148.03,2.75,20.1,26.05,463.0,Severe
Kolkata,2019-01-23,282.8,396.97,163.39,105.5,2.44,12.3,26.88,475.0,Severe
Kolkata,2018-11-07,233.1,264.82,23.69,61.25,1.4,10.42,29.94,375.0,Very Poor
Kolkata,2018-11-09,183.88,285.82,23.38,70.35,1.31,17.1,52.02,350.0,Very Poor
Kolkata,2018-11-10,171.76,266.69,40.39,62.54,1.38,17.15,35.59,352.0,Very Poor
Kolkata,2018-11-11,132.37,210.28,57.51,41.33,1.26,13.57,31.44,316.0,Very Poor
Kolkata,2018-11-13,183.64,294.5,110.36,60.11,1.63,15.13,29.69,331.0,Very Poor
Kolkata,2018-11-14,190.03,293.29,44.82,81.93,1.48,16.03,43.47,350.0,Very Poor
Kolkata,2018-11-15,172.8,299.16,17.72,90.97,1.16,27.53,42.49,346.0,Very Poor
Kolkata,2018-11-16,142.65,263.76,18.97,88.85,1.6,24.68,46.32,325.0,Very Poor
Kolkata,2018-11-18,156.47,257.04,33.08,63.38,1.19,10.25,62.91,322.0,Very Poor
Kolkata,2018-11-20,160.56,241.45,116.81,72.2,1.96,13.83,38.35,320.0,Very Poor
Kolkata,2018-11-21,154.97,230.9,98.61,67.2,1.55,12.99,36.99,335.0,Very Poor
Kolkata,2018-11-22,199.32,331.35,158.67,59.22,2.33,13.86,36.76,339.0,Very Poor
Kolkata,2018-11-23,187.21,297.11,57.74,74.51,1.27,14.5,39.48,358.0,Very Poor
Kolkata,2018-11-24,206.07,347.61,122.03,61.56,1.54,14.76,37.59,357.0,Very Poor
Kolkata,2018-11-25,243.93,378.31,107.88,71.59,1.64,11.52,35.77,389.0,Very Poor
Kolkata,2018-11-26,164.48,272.33,71.9,67.08,1.22,10.74,34.35,365.0,Very Poor
Kolkata,2018-12-01,153.41,254.9,91.62,71.93,1.27,20.5,33.72,308.0,Very Poor
Kolkata,2018-12-02,153.39,237.95,68.54,66.66,0.88,8.68,41.84,322.0,Very Poor
Kolkata,2018-12-03,168.37,285.2,118.78,73.9,1.18,10.41,37.71,332.0,Very Poor
Kolkata,2018-12-04,183.93,316.43,95.48,84.28,1.52,15.9,44.14,343.0,Very Poor
Kolkata,2018-12-05,239.87,371.23,134.5,96.54,1.46,16.57,40.55,388.0,Very Poor
Kolkata,2018-12-06,220.71,349.49,79.46,99.83,1.29,16.21,46.99,384.0,Very Poor
Kolkata,2018-12-08,253.8,388.94,77.04,103.32,1.38,16.87,41.22,399.0,Very Poor
Kolkata,2018-12-11,211.39,343.07,146.16,62.62,1.29,13.58,23.0,381.0,Very Poor
Kolkata,2018-12-12,183.49,306.69,84.94,87.07,1.03,21.04,32.67,351.0,Very Poor
Kolkata,2018-12-13,130.86,227.88,48.88,74.48,0.85,14.05,36.39,325.0,Very Poor
Kolkata,2018-12-21,204.44,325.61,156.68,69.69,1.36,11.34,36.24,340.0,Very Poor
Kolkata,2018-12-22,231.21,349.32,94.83,84.38,1.26,16.51,33.35,382.0,Very Poor
Kolkata,2018-12-23,204.65,303.95,63.6,84.79,0.86,13.09,33.49,371.0,Very Poor
Kolkata,2018-12-24,177.51,264.89,70.02,90.29,0.67,13.81,28.98,347.0,Very Poor
Kolkata,2018-12-25,209.44,341.74,128.06,105.53,1.07,15.73,35.91,356.0,Very Poor
Kolkata,2018-12-26,197.41,311.48,110.71,109.6,1.09,13.82,39.09,372.0,Very Poor
Kolkata,2018-12-27,258.54,384.73,131.35,137.35,1.54,17.99,29.47,390.0,Very Poor
Kolkata,2018-12-28,222.12,336.24,89.06,123.76,1.25,15.3,27.13,387.0,Very Poor
Kolkata,2018-12-29,237.11,348.02,121.27,120.58,1.26,16.06,32.55,379.0,Very Poor
Kolkata,2018-12-30,187.3,285.55,33.43,105.12,0.73,18.29,37.12,370.0,Very Poor
Kolkata,2018-12-31,177.21,276.41,62.52,99.5,0.86,17.07,42.57,341.0,Very Poor
Kolkata,2019-01-01,209.31,326.78,77.81,114.44,0.95,15.4,30.24,370.0,Very Poor
Kolkata,2019-01-02,172.39,261.09,68.97,107.85,0.87,15.62,31.57,351.0,Very Poor
Kolkata,2019-01-03,244.09,381.78,180.0,150.01,1.26,26.2,29.72,363.0,Very Poor
Kolkata,2019-01-05,219.26,332.24,107.44,115.8,1.17,15.03,27.99,391.0,Very Poor
Kolkata,2019-01-06,159.43,252.16,79.2,103.2,0.89,15.71,26.33,346.0,Very Poor
Kolkata,2019-01-07,158.89,263.39,123.86,122.66,1.07,18.81,25.28,335.0,Very Poor
Kolkata,2019-01-08,175.47,265.22,114.38,95.12,1.07,15.88,26.97,335.0,Very Poor
Kolkata,2019-01-09,189.25,283.42,133.55,85.5,1.05,17.69,30.2,346.0,Very Poor
Kolkata,2019-01-10,227.08,326.44,96.3,105.92,1.19,17.29,40.45,369.0,Very Poor
Kolkata,2019-01-11,211.01,317.78,100.51,105.53,1.24,17.27,41.86,369.0,Very Poor
Kolkata,2019-01-13,219.44,318.17,96.56,95.17,1.09,15.44,30.75,387.0,Very Poor
Kolkata,2019-01-16,157.3,255.7,76.58,87.29,1.26,20.9,38.73,338.0,Very Poor
Kolkata,2019-01-17,208.75,348.3,140.27,103.67,1.59,26.21,30.3,349.0,Very Poor
Kolkata,2019-01-18,230.95,363.72,75.22,127.63,1.84,22.4,32.22,381.0,Very Poor
Kolkata,2019-01-24,214.45,322.12,142.88,101.91,1.67,13.85,27.88,391.0,Very Poor
Kolkata,2019-01-25,157.14,246.66,100.66,109.37,1.24,10.03,26.43,346.0,Very Poor
Kolkata,2019-02-01,163.65,273.34,76.7,107.37,1.21,15.86,23.87,331.0,Very Poor
Kolkata,2019-02-02,207.09,322.73,82.5,102.38,1.99,17.26,25.28,361.0,Very Poor
Kolkata,2019-02-03,183.64,336.02,117.42,95.84,1.84,17.89,25.36,356.0,Very Poor
Kolkata,2019-02-04,164.48,293.11,114.77,112.25,1.73,17.94,22.73,335.0,Very Poor
Kolkata,2019-02-05,169.86,290.85,127.55,103.89,1.67,20.74,24.65,337.0,Very Poor
Kolkata,2019-02-06,194.51,342.34,116.34,120.72,1.83,20.69,23.91,349.0,Very Poor
Kolkata,2019-02-07,180.67,295.97,99.12,130.54,1.62,20.81,32.07,350.0,Very Poor
Kolkata,2019-02-08,153.28,264.95,36.39,108.42,1.16,14.83,42.62,321.0,Very Poor
Kolkata,2019-02-14,195.34,345.73,70.98,145.21,1.99,23.53,31.43,345.0,Very Poor
Kolkata,2019-02-15,206.83,339.86,100.18,136.64,1.79,22.63,35.48,360.0,Very Poor
Kolkata,2019-02-16,115.8,208.77,58.12,112.11,1.16,18.54,24.87,307.0,Very Poor
Kolkata,2020-01-15,176.49,325.84,151.75,94.33,2.22,19.24,35.41,338.0,Very Poor
Kolkata,2020-01-16,145.88,256.22,103.28,77.25,1.79,13.07,38.31,347.0,Very Poor
Lucknow,2015-07-12,33.78,31.58,6.21,23.23,4.27,6.69,26.09,47.0,Good
Lucknow,2016-06-23,33.78,31.58,6.21,23.23,1.52,5.15,26.09,49.0,Good
Lucknow,2016-06-24,25.9,31.58,7.02,30.18,1.35,4.17,18.25,46.0,Good
Lucknow,2016-06-25,35.675,31.58,7.68,31.995,1.18,4.8,17.925,43.0,Good
Lucknow,2016-06-29,45.45,31.58,8.34,33.81,1.01,5.43,17.6,47.0,Good
Lucknow,2016-07-28,17.17,31.58,24.18,25.08,1.08,4.94,33.9,47.0,Good
Lucknow,2016-07-29,41.88,31.58,8.02,17.17,1.15,9.64,25.12,46.0,Good
Lucknow,2016-07-31,41.89,31.58,2.9,16.52,1.185,3.62,19.31,39.0,Good
Lucknow,2016-08-24,29.38,31.58,13.19,23.54,1.22,2.56,17.51,49.0,Good
Lucknow,2016-09-22,17.39,31.58,2.16,15.27,1.54,4.82,24.12,44.0,Good
Lucknow,2016-09-26,16.44,31.58,4.16,13.81,1.86,4.9,14.28,48.0,Good
Lucknow,2017-07-12,21.53,31.58,9.11,14.36,1.21,3.01,13.23,43.0,Good
Lucknow,2017-08-28,11.61,31.58,11.22,17.95,1.34,6.46,13.54,50.0,Good
Lucknow,2017-08-29,22.21,31.58,5.27,15.26,1.13,4.85,18.2,41.0,Good
Lucknow,2018-08-01,15.6,31.58,10.66,26.68,0.59,5.21,19.64,41.0,Good
Lucknow,2015-03-24,63.06,75.16,11.18,26.69,2.3,13.25,24.94,108.0,Moderate
Lucknow,2015-03-25,50.6,75.16,23.82,39.66,2.29,14.75,23.06,111.0,Moderate
Lucknow,2015-03-26,55.31,75.16,18.4,33.29,2.4,13.48,26.74,116.0,Moderate
Lucknow,2015-03-27,60.99,75.16,8.08,25.41,2.13,11.27,26.71,104.0,Moderate
Lucknow,2015-03-28,58.69,75.16,13.96,27.05,2.16,11.94,26.76,114.0,Moderate
Lucknow,2015-03-29,56.07,75.16,8.47,25.32,2.24,13.86,26.77,124.0,Moderate
Lucknow,2015-03-30,53.07,75.16,5.24,18.07,1.76,7.49,32.13,113.0,Moderate
Lucknow,2015-03-31,40.51,75.16,10.66,25.01,2.36,11.17,18.76,104.0,Moderate
Lucknow,2015-04-01,60.06,75.16,10.92,22.11,2.17,12.14,27.28,124.0,Moderate
Lucknow,2015-04-02,59.78,75.16,15.1,23.79,2.66,12.63,27.54,157.0,Moderate
Lucknow,2015-04-03,75.52,75.16,11.98,27.25,2.37,13.38,22.52,122.0,Moderate
Lucknow,2015-04-04,41.71,75.16,8.84,22.35,1.99,12.6,25.81,144.0,Moderate
Lucknow,2015-04-05,50.51,75.16,9.11,23.39,1.97,10.93,26.59,123.0,Moderate
Lucknow,2015-04-06,37.74,75.16,10.77,27.38,2.15,10.73,23.46,114.0,Moderate
Lucknow,2015-04-07,49.06,75.16,16.02,31.87,2.17,12.01,24.7,120.0,Moderate
Lucknow,2015-04-08,36.35,75.16,10.65,28.02,2.36,14.49,26.18,117.0,Moderate
Lucknow,2015-04-09,37.09,75.16,6.94,22.89,2.23,10.67,26.64,104.0,Moderate
Lucknow,2015-04-10,48.37,75.16,8.11,25.37,2.21,13.69,26.09,108.0,Moderate
Lucknow,2015-04-11,63.86,75.16,10.62,31.48,2.45,24.19,25.95,114.0,Moderate
Lucknow,2015-04-12,54.17,75.16,10.22,23.58,2.35,11.24,20.51,134.0,Moderate
Lucknow,2015-04-13,44.54,75.16,13.87,29.51,2.25,10.94,11.56,103.0,Moderate
Lucknow,2015-04-14,45.94,75.16,19.27,32.21,2.26,12.54,11.41,103.0,Moderate
Lucknow,2015-04-15,44.87,75.16,14.5,30.76,2.28,15.35,11.57,104.0,Moderate
Lucknow,2015-04-16,47.12,75.16,17.18,33.17,2.93,11.25,16.45,104.0,Moderate
Lucknow,2015-04-17,43.82,75.16,10.33,23.53,2.09,8.84,29.6,103.0,Moderate
Lucknow,2015-04-19,43.04,75.16,12.47,23.35,3.21,21.52,25.29,105.0,Moderate
Lucknow,2015-04-20,36.72,75.16,10.37,25.96,3.25,16.62,22.79,167.0,Moderate
Lucknow,2015-04-21,44.07,75.16,11.1,31.36,2.06,16.35,34.5,122.0,Moderate
Lucknow,2015-04-22,32.86,75.16,16.59,17.77,2.37,17.14,21.25,133.0,Moderate
Lucknow,2015-04-23,50.1,75.16,6.4,24.3,2.28,37.56,29.22,102.0,Moderate
Lucknow,2015-04-24,44.39,75.16,2.88,16.54,2.23,35.52,26.23,113.0,Moderate
Lucknow,2015-04-25,39.98,75.16,4.04,12.56,2.75,42.87,19.56,160.0,Moderate
Lucknow,2015-04-26,44.83,75.16,3.59,10.99,2.04,45.84,21.32,105.0,Moderate
Lucknow,2015-04-27,46.26,75.16,3.54,15.12,2.0,21.77,25.28,104.0,Moderate
Lucknow,2015-04-28,42.06,75.16,3.6,13.56,2.38,10.34,23.73,111.0,Moderate
Lucknow,2015-04-29,34.93,75.16,3.19,16.37,2.44,8.87,25.91,110.0,Moderate
Lucknow,2015-04-30,46.02,75.16,3.59,14.83,2.15,15.07,26.25,109.0,Moderate
Lucknow,2015-05-01,105.39,75.16,3.97,12.12,2.28,11.31,16.26,162.0,Moderate
Lucknow,2015-05-02,49.21,75.16,3.82,14.35,2.26,13.08,32.57,175.0,Moderate
Lucknow,2015-05-03,42.74,75.16,3.68,20.79,2.36,14.72,39.37,133.0,Moderate
Lucknow,2015-05-04,44.41,75.16,3.76,25.14,2.32,15.75,31.8,118.0,Moderate
Lucknow,2015-05-05,33.52,75.16,3.9,22.69,2.48,13.58,15.89,119.0,Moderate
Lucknow,2015-05-06,29.95,75.16,3.63,16.42,2.39,11.79,19.7,114.0,Moderate
Lucknow,2015-05-07,29.69,75.16,2.92,16.32,2.19,11.86,43.82,115.0,Moderate
Lucknow,2015-05-08,28.56,75.16,1.68,14.08,2.43,11.19,42.55,148.0,Moderate
Lucknow,2015-05-09,28.45,75.16,1.47,13.6,3.25,12.45,48.76,176.0,Moderate
Lucknow,2015-05-10,32.08,75.16,3.17,19.08,2.95,9.7,41.08,150.0,Moderate
Lucknow,2015-05-11,36.26,75.16,2.51,18.29,2.91,20.09,47.42,163.0,Moderate
Lucknow,2015-05-12,29.07,75.16,1.41,12.68,2.65,7.57,49.44,138.0,Moderate
Lucknow,2015-05-13,32.94,75.16,1.67,13.9,2.25,8.7,39.97,119.0,Moderate
Lucknow,2015-05-14,33.4,75.16,1.58,13.48,2.14,9.08,44.04,112.0,Moderate
Lucknow,2015-05-15,28.85,75.16,1.75,12.03,2.24,8.33,59.35,119.0,Moderate
Lucknow,2015-05-16,36.88,75.16,2.81,13.78,2.11,11.43,57.8,118.0,Moderate
Lucknow,2015-05-17,36.01,75.16,2.65,12.87,2.14,10.25,53.5,127.0,Moderate
Lucknow,2015-05-18,34.55,75.16,2.75,13.04,3.38,9.65,62.24,169.0,Moderate
Lucknow,2015-05-19,34.76,75.16,2.34,10.78,1.97,13.1,57.99,118.0,Moderate
Lucknow,2015-05-20,32.51,75.16,2.57,11.77,2.23,9.19,21.09,106.0,Moderate
Lucknow,2015-05-21,42.98,75.16,2.54,12.15,2.94,14.66,17.09,115.0,Moderate
Lucknow,2015-05-22,34.6,75.16,2.52,12.48,4.1,15.98,24.44,187.0,Moderate
Lucknow,2015-05-23,46.62,75.16,6.14,14.1,3.04,20.47,29.18,135.0,Moderate
Lucknow,2015-05-24,39.74,75.16,3.34,11.67,2.21,15.78,28.93,125.0,Moderate
Lucknow,2015-05-25,45.86,75.16,2.54,10.83,2.61,23.05,29.77,128.0,Moderate
Lucknow,2015-05-26,39.79,75.16,3.71,11.18,2.99,14.2,29.3,136.0,Moderate
Lucknow,2015-05-27,39.79,75.16,2.44,10.08,4.89,16.28,30.02,163.0,Moderate
Lucknow,2015-05-28,40.78,75.16,2.43,11.21,2.81,14.27,28.75,127.0,Moderate
Lucknow,2015-05-29,56.01,75.16,3.57,11.77,2.76,19.4,28.77,127.0,Moderate
Lucknow,2015-05-30,41.14,75.16,3.18,12.7,2.42,13.56,27.8,198.0,Moderate
Lucknow,2015-05-31,25.56,75.16,5.11,16.47,2.24,11.13,29.71,107.0,Moderate
